1,457,954,606,67,192,1,-1,-1,-1
1,456,1670,674,68,195,1,-1,-1,-1
1,455,1028,608,73,187,1,-1,-1,-1
1,454,1170,609,60,182,1,-1,-1,-1
1,453,1584,675,96,231,1,-1,-1,-1
1,452,1471,643,74,202,1,-1,-1,-1
1,451,761,691,72,205,1,-1,-1,-1
1,450,1654,831,95,248,1,-1,-1,-1
1,449,411,790,85,273,1,-1,-1,-1
1,448,668,684,96,216,1,-1,-1,-1
1,447,196,816,115,263,1,-1,-1,-1
1,446,344,816,109,264,1,-1,-1,-1
2,457,954,608,68,192,1,-1,-1,-1
2,456,1663,671,68,189,1,-1,-1,-1
2,455,1030,609,71,186,1,-1,-1,-1
2,454,1170,606,61,189,1,-1,-1,-1
2,453,1580,676,96,230,1,-1,-1,-1
2,452,1470,644,71,198,1,-1,-1,-1
2,451,760,691,74,206,1,-1,-1,-1
2,450,1652,831,99,248,1,-1,-1,-1
2,449,412,788,84,273,1,-1,-1,-1
2,448,669,685,94,215,1,-1,-1,-1
2,447,198,815,116,264,1,-1,-1,-1
2,446,347,817,109,262,1,-1,-1,-1
3,457,956,610,67,191,1,-1,-1,-1
3,456,1658,671,68,183,1,-1,-1,-1
3,455,1033,610,71,186,1,-1,-1,-1
3,454,1173,607,59,189,1,-1,-1,-1
3,453,1579,677,97,230,1,-1,-1,-1
3,452,1470,644,68,197,1,-1,-1,-1
3,451,757,692,75,206,1,-1,-1,-1
3,450,1654,833,100,247,1,-1,-1,-1
3,449,413,788,84,271,1,-1,-1,-1
3,448,666,686,94,216,1,-1,-1,-1
3,447,200,814,116,265,1,-1,-1,-1
3,446,351,815,107,262,1,-1,-1,-1
4,457,960,612,65,189,1,-1,-1,-1
4,456,1652,672,68,181,1,-1,-1,-1
4,455,1032,607,76,192,1,-1,-1,-1
4,454,1175,605,61,196,1,-1,-1,-1
4,453,1580,678,95,228,1,-1,-1,-1
4,452,1471,646,63,191,1,-1,-1,-1
4,451,757,692,76,207,1,-1,-1,-1
4,450,1654,834,104,247,1,-1,-1,-1
4,449,415,786,81,269,1,-1,-1,-1
4,448,665,687,94,215,1,-1,-1,-1
4,447,204,813,116,267,1,-1,-1,-1
4,446,355,813,105,263,1,-1,-1,-1
5,457,963,613,64,191,1,-1,-1,-1
5,456,1642,676,74,197,1,-1,-1,-1
5,455,1032,608,79,195,1,-1,-1,-1
5,454,1178,605,63,200,1,-1,-1,-1
5,453,1581,678,92,225,1,-1,-1,-1
5,452,1469,646,59,187,1,-1,-1,-1
5,451,754,693,77,208,1,-1,-1,-1
5,450,1656,836,105,245,1,-1,-1,-1
5,449,415,782,82,273,1,-1,-1,-1
5,448,664,687,94,215,1,-1,-1,-1
5,447,205,813,117,266,1,-1,-1,-1
5,446,357,813,104,262,1,-1,-1,-1
6,457,964,613,66,193,1,-1,-1,-1
6,455,1033,610,80,196,1,-1,-1,-1
6,454,1179,606,63,202,1,-1,-1,-1
6,453,1578,678,89,223,1,-1,-1,-1
6,452,1464,647,58,186,1,-1,-1,-1
6,451,754,696,77,206,1,-1,-1,-1
6,450,1659,837,105,243,1,-1,-1,-1
6,449,417,781,83,277,1,-1,-1,-1
6,448,663,689,93,212,1,-1,-1,-1
6,447,207,813,117,267,1,-1,-1,-1
6,446,360,813,102,262,1,-1,-1,-1
7,457,967,613,66,194,1,-1,-1,-1
7,455,1034,612,79,194,1,-1,-1,-1
7,454,1181,610,63,198,1,-1,-1,-1
7,453,1577,678,83,219,1,-1,-1,-1
7,452,1460,643,59,190,1,-1,-1,-1
7,451,753,698,77,205,1,-1,-1,-1
7,450,1662,836,105,244,1,-1,-1,-1
7,449,419,783,82,278,1,-1,-1,-1
7,448,665,690,91,212,1,-1,-1,-1
7,447,211,813,118,267,1,-1,-1,-1
7,446,365,814,99,261,1,-1,-1,-1
8,457,969,612,68,196,1,-1,-1,-1
8,455,1037,616,78,190,1,-1,-1,-1
