9,935,846,836,87,193,1,-1,-1,-1
10,935,846,828,86,195,1,-1,-1,-1
11,935,845,824,86,195,1,-1,-1,-1
12,935,844,818,86,195,1,-1,-1,-1
13,935,843,810,87,194,1,-1,-1,-1
14,935,842,804,87,189,1,-1,-1,-1
15,935,842,799,87,185,1,-1,-1,-1
22,935,832,764,91,188,1,-1,-1,-1
23,936,1544,855,84,162,1,-1,-1,-1
23,935,831,760,92,191,1,-1,-1,-1
24,935,829,755,93,193,1,-1,-1,-1
28,936,1536,836,83,168,1,-1,-1,-1
30,936,1532,826,84,168,1,-1,-1,-1
31,936,1530,821,84,169,1,-1,-1,-1
32,936,1528,817,84,166,1,-1,-1,-1
32,935,822,719,89,186,1,-1,-1,-1
33,936,1526,812,83,164,1,-1,-1,-1
34,935,822,712,87,186,1,-1,-1,-1
58,937,1501,729,80,160,1,-1,-1,-1
70,937,1485,698,80,162,1,-1,-1,-1
75,939,0,736,62,186,1,-1,-1,-1
111,942,1123,852,96,200,1,-1,-1,-1
112,942,1122,850,96,202,1,-1,-1,-1
113,942,1122,846,98,206,1,-1,-1,-1
114,942,1123,845,97,206,1,-1,-1,-1
115,942,1124,843,97,209,1,-1,-1,-1
116,942,1124,843,96,209,1,-1,-1,-1
118,942,1123,841,97,210,1,-1,-1,-1
119,943,360,753,52,171,1,-1,-1,-1
119,942,1123,840,97,209,1,-1,-1,-1
122,944,75,926,86,152,1,-1,-1,-1
122,943,359,751,52,172,1,-1,-1,-1
123,944,77,920,84,157,1,-1,-1,-1
123,943,360,749,51,173,1,-1,-1,-1
124,944,77,916,85,160,1,-1,-1,-1
124,943,360,749,51,173,1,-1,-1,-1
125,944,78,913,84,163,1,-1,-1,-1
125,943,360,748,51,173,1,-1,-1,-1
126,944,81,909,83,166,1,-1,-1,-1
126,943,360,748,51,173,1,-1,-1,-1
126,942,1130,817,95,204,1,-1,-1,-1
127,944,82,904,84,171,1,-1,-1,-1
127,943,360,748,51,173,1,-1,-1,-1
128,944,83,898,85,177,1,-1,-1,-1
128,943,361,748,50,173,1,-1,-1,-1
128,942,1129,814,96,198,1,-1,-1,-1
129,944,83,891,86,184,1,-1,-1,-1
129,943,361,748,51,173,1,-1,-1,-1
129,942,1129,812,96,196,1,-1,-1,-1
130,944,83,886,87,188,1,-1,-1,-1
130,943,361,748,51,173,1,-1,-1,-1
130,942,1129,812,96,194,1,-1,-1,-1
131,944,82,879,88,192,1,-1,-1,-1
131,943,360,748,52,174,1,-1,-1,-1
131,942,1130,811,95,196,1,-1,-1,-1
132,944,82,875,89,195,1,-1,-1,-1
132,943,359,748,53,175,1,-1,-1,-1
132,942,1129,810,96,197,1,-1,-1,-1
133,944,83,872,89,199,1,-1,-1,-1
133,943,359,748,53,175,1,-1,-1,-1
133,942,1129,809,95,197,1,-1,-1,-1
134,944,84,869,88,201,1,-1,-1,-1
134,942,1129,807,94,198,1,-1,-1,-1
135,944,85,866,88,205,1,-1,-1,-1
135,943,359,748,53,176,1,-1,-1,-1
135,942,1130,807,93,198,1,-1,-1,-1
136,944,85,864,88,209,1,-1,-1,-1
136,943,359,749,54,176,1,-1,-1,-1
136,942,1130,807,91,198,1,-1,-1,-1
137,944,85,861,88,211,1,-1,-1,-1
137,943,359,749,53,176,1,-1,-1,-1
137,942,1129,807,91,198,1,-1,-1,-1
138,944,85,859,86,212,1,-1,-1,-1
138,942,1128,804,91,199,1,-1,-1,-1
139,944,85,854,86,214,1,-1,-1,-1
140,944,84,848,86,216,1,-1,-1,-1
140,943,357,750,55,176,1,-1,-1,-1
141,944,84,843,85,216,1,-1,-1,-1
141,943,356,750,56,177,1,-1,-1,-1
142,944,84,838,84,217,1,-1,-1,-1
142,943,355,751,57,176,1,-1,-1,-1
143,944,84,831,84,212,1,-1,-1,-1
143,943,356,752,57,175,1,-1,-1,-1
144,944,84,823,83,208,1,-1,-1,-1
144,943,356,754,57,174,1,-1,-1,-1
145,944,84,821,84,205,1,-1,-1,-1
145,943,357,754,56,174,1,-1,-1,-1
146,944,85,818,83,204,1,-1,-1,-1
147,944,85,815,83,205,1,-1,-1,-1
148,944,86,814,82,205,1,-1,-1,-1
149,944,86,813,82,207,1,-1,-1,-1
150,944,87,811,82,208,1,-1,-1,-1
151,944,88,809,82,207,1,-1,-1,-1
152,944,89,806,82,207,1,-1,-1,-1
152,943,354,760,58,173,1,-1,-1,-1
153,944,90,802,82,208,1,-1,-1,-1
153,943,353,761,59,172,1,-1,-1,-1
154,944,91,799,81,209,1,-1,-1,-1
154,943,353,762,59,171,1,-1,-1,-1
155,944,92,795,81,208,1,-1,-1,-1
155,943,352,763,60,170,1,-1,-1,-1
